name,date,region,clouds,text_description,pressure,humidity,temp,rain_1h,snow_1h,wind_deg,wind_speed,globalhorizontalirradiance,directnormalirradiance,diffusehorizontalirradiance,globalhorizontalirradiance_2,directnormalirradiance_2,diffusehorizontalirradiance_2
Florence,09/05/2021 13:00:00 PM,centro_nord,7,clear sky,1018,43,297.5,0.0,0,227,2.24,924.77,865.84,158.17,924.84,924.84,924.84
Milan,09/05/2021 13:00:00 PM,nord,93,overcast clouds,1020,53,292.0,0.0,0,137,0.97,230.37,2.46,228.23,902.37,902.37,902.37
Provincia di Campobasso,09/05/2021 13:00:00 PM,centro_sud,3,clear sky,1019,56,295.44,2.12,0,141,2.15,953.94,871.0,163.85,953.94,953.94,953.94
Bari,09/05/2021 14:00:00 PM,sud,0,clear sky,1020,48,294.54,0.0,0,39,3.31,947.66,873.35,157.52,947.66,947.66,947.66
Sardinia,09/05/2021 14:00:00 PM,sardegna,84,broken clouds,1015,35,299.17,2.12,0,172,4.31,620.63,163.94,469.29,972.43,972.43,972.43
Provincia di Genova,09/05/2021 14:00:00 PM,nord,69,broken clouds,1018,56,290.91,2.12,0,196,2.01,738.11,359.78,417.8,932.85,932.85,932.85
L'Aquila,09/05/2021 14:00:00 PM,centro_sud,28,scattered clouds,1018,55,293.61,0.0,0,243,1.37,949.6,822.78,207.21,951.11,951.11,951.11
Province of Turin,09/05/2021 14:00:00 PM,nord,98,overcast clouds,1019,76,285.31,0.0,0,113,1.83,253.48,5.09,248.97,929.89,929.89,929.89
Trento,09/05/2021 14:00:00 PM,nord,10,clear sky,1017,46,295.72,2.12,0,199,2.64,917.62,836.96,184.32,918.07,918.07,918.07
Province of Palermo,09/05/2021 14:00:00 PM,sicilia,38,scattered clouds,1019,40,296.32,0.0,0,179,2.78,971.94,867.82,163.0,983.83,983.83,983.83
Provincia di Campobasso,09/05/2021 14:00:00 PM,centro_sud,8,clear sky,1019,54,296.2,2.12,0,161,2.37,952.15,868.67,165.45,952.16,952.16,952.16
Provincia di Perugia,09/05/2021 14:00:00 PM,centro_nord,6,clear sky,1018,50,296.59,2.12,0,219,2.42,941.25,876.86,153.46,941.62,941.62,941.62
Venice,09/05/2021 14:00:00 PM,nord,7,clear sky,1020,60,290.46,2.62,0,152,2.85,916.92,872.58,149.0,917.0,917.0,917.0
Milan,09/05/2021 14:00:00 PM,nord,89,overcast clouds,1019,51,292.96,0.0,0,134,1.21,373.95,23.03,353.62,920.72,920.72,920.72
Naples,09/05/2021 14:00:00 PM,sud,0,clear sky,1019,60,294.52,0.0,0,197,3.73,955.9,904.54,131.19,955.9,955.9,955.9
Trieste,09/05/2021 14:00:00 PM,nord,11,few clouds,1019,51,292.89,2.12,0,263,2.64,913.41,864.73,155.51,913.95,913.95,913.95
Rome,09/05/2021 14:00:00 PM,centro_sud,3,clear sky,1018,49,297.57,2.12,0,204,4.47,950.29,890.91,142.3,950.29,950.29,950.29
Catanzaro,09/05/2021 14:00:00 PM,calabria,0,clear sky,1020,50,296.08,0.0,0,153,3.22,967.87,903.45,136.87,967.87,967.87,967.87
Provincia di Ancona,09/05/2021 14:00:00 PM,centro_nord,11,few clouds,1019,61,293.82,2.12,0,72,3.62,934.51,881.48,146.62,934.86,934.86,934.86
Valle d'Aosta,09/05/2021 14:00:00 PM,nord,99,overcast clouds,1017,70,281.52,2.12,0,114,3.51,263.96,11.85,253.55,928.11,928.11,928.11
Potenza,09/05/2021 14:00:00 PM,sud,0,clear sky,1019,46,295.27,0.0,0,149,1.48,958.37,892.23,146.31,958.37,958.37,958.37
Bologna,09/05/2021 14:00:00 PM,nord,16,few clouds,1019,57,294.21,0.0,0,78,2.79,925.28,876.85,145.96,928.43,928.43,928.43
Florence,09/05/2021 14:00:00 PM,centro_nord,7,clear sky,1017,41,298.08,0.0,0,222,2.52,935.82,865.63,161.57,935.9,935.9,935.9
Rome,09/05/2021 15:00:00 PM,centro_sud,32,scattered clouds,1018,51,297.28,2.12,0,209,5.1,898.18,887.2,131.5,898.18,898.18,898.18
Provincia di Campobasso,09/05/2021 15:00:00 PM,centro_sud,43,scattered clouds,1018,53,296.48,2.12,0,177,2.49,891.58,868.21,148.31,891.78,891.78,891.78
Provincia di Genova,09/05/2021 15:00:00 PM,nord,58,broken clouds,1018,54,291.19,2.12,0,195,2.45,706.71,365.94,392.1,895.58,895.58,895.58
Trento,09/05/2021 15:00:00 PM,nord,17,few clouds,1017,49,295.7,2.12,0,195,3.34,874.11,839.39,168.78,874.49,874.49,874.49
Trieste,09/05/2021 15:00:00 PM,nord,6,clear sky,1019,51,292.85,2.12,0,261,2.5,860.21,864.21,140.77,860.59,860.59,860.59
Valle d'Aosta,09/05/2021 15:00:00 PM,nord,99,overcast clouds,1017,71,281.56,2.12,0,114,3.58,253.05,9.36,245.05,897.64,897.64,897.64
Sardinia,09/05/2021 15:00:00 PM,sardegna,100,overcast clouds,1015,36,299.22,2.12,0,175,4.83,547.46,125.41,435.79,932.5,932.5,932.5
Provincia di Perugia,09/05/2021 15:00:00 PM,centro_nord,16,few clouds,1018,48,297.14,2.12,0,218,2.23,889.99,874.85,140.92,890.27,890.27,890.27
Venice,09/05/2021 15:00:00 PM,nord,8,clear sky,1019,59,290.71,2.62,0,148,2.93,868.56,871.02,136.7,868.64,868.64,868.64
Florence,09/05/2021 15:00:00 PM,centro_nord,38,scattered clouds,1017,42,298.53,0.0,0,225,2.64,889.9,865.36,148.53,890.01,890.01,890.01
Bari,09/05/2021 15:00:00 PM,sud,0,clear sky,1020,48,294.77,0.0,0,49,3.55,878.24,872.36,138.76,878.24,878.24,878.24
Naples,09/05/2021 15:00:00 PM,sud,5,clear sky,1019,60,294.57,0.0,0,192,3.67,896.08,882.6,134.7,896.08,896.08,896.08
Provincia di Ancona,09/05/2021 15:00:00 PM,centro_nord,58,broken clouds,1019,62,293.71,2.12,0,81,3.92,880.44,878.55,133.58,881.68,881.68,881.68
Milan,09/05/2021 15:00:00 PM,nord,27,scattered clouds,1019,50,293.69,0.0,0,153,1.38,436.4,79.28,368.86,883.71,883.71,883.71
Bologna,09/05/2021 15:00:00 PM,nord,39,scattered clouds,1018,55,295.12,0.0,0,81,2.7,876.13,865.58,139.57,882.45,882.45,882.45
L'Aquila,09/05/2021 15:00:00 PM,centro_sud,99,overcast clouds,1018,58,293.15,0.0,0,271,1.12,885.96,801.46,199.1,895.87,895.87,895.87
Catanzaro,09/05/2021 15:00:00 PM,calabria,1,clear sky,1020,51,295.92,0.0,0,157,2.92,896.96,867.27,149.67,896.96,896.96,896.96
Potenza,09/05/2021 15:00:00 PM,sud,1,clear sky,1018,46,295.6,0.0,0,168,1.17,892.31,847.61,166.79,892.31,892.31,892.31
Province of Turin,09/05/2021 15:00:00 PM,nord,100,overcast clouds,1019,75,285.41,0.0,0,119,1.46,256.95,6.36,251.47,899.28,899.28,899.28
Province of Palermo,09/05/2021 15:00:00 PM,sicilia,68,broken clouds,1019,42,295.71,0.0,0,170,2.81,897.8,781.88,207.35,923.85,923.85,923.85
Valle d'Aosta,09/05/2021 16:00:00 PM,nord,100,overcast clouds,1017,72,281.24,2.12,0,117,3.49,216.04,7.24,210.34,814.51,814.51,814.51
Provincia di Genova,09/05/2021 16:00:00 PM,nord,52,broken clouds,1018,53,291.29,2.12,0,185,2.6,708.66,554.99,272.96,805.14,805.14,805.14
Catanzaro,09/05/2021 16:00:00 PM,calabria,2,clear sky,1019,53,295.5,0.0,0,162,2.69,771.5,840.71,134.49,771.51,771.51,771.51
Province of Turin,09/05/2021 16:00:00 PM,nord,100,overcast clouds,1019,77,285.16,0.0,0,123,0.89,203.87,2.33,202.02,815.46,815.46,815.46
Province of Palermo,09/05/2021 16:00:00 PM,sicilia,70,broken clouds,1019,43,295.14,0.0,0,168,2.77,589.34,409.08,267.46,806.78,806.78,806.78
Trieste,09/05/2021 16:00:00 PM,nord,6,clear sky,1019,52,292.81,2.12,0,256,2.24,757.08,840.96,129.31,757.12,757.12,757.12
Provincia di Ancona,09/05/2021 16:00:00 PM,centro_nord,64,broken clouds,1019,65,293.03,2.12,0,98,4.09,622.49,430.5,294.39,776.17,776.17,776.17
Florence,09/05/2021 16:00:00 PM,centro_nord,64,broken clouds,1017,44,298.58,0.0,0,224,2.84,768.1,808.23,141.84,791.14,791.14,791.14
Potenza,09/05/2021 16:00:00 PM,sud,7,clear sky,1018,46,295.51,0.0,0,190,0.96,772.65,829.59,144.78,772.65,772.65,772.65
Trento,09/05/2021 16:00:00 PM,nord,28,scattered clouds,1017,54,294.7,2.12,0,188,3.77,777.55,816.64,155.28,779.96,779.96,779.96
L'Aquila,09/05/2021 16:00:00 PM,centro_sud,98,overcast clouds,1018,60,293.06,0.0,0,276,1.15,214.96,3.57,212.23,787.23,787.23,787.23
Rome,09/05/2021 16:00:00 PM,centro_sud,58,broken clouds,1018,53,296.57,2.12,0,207,4.79,763.27,795.94,145.52,791.96,791.96,791.96
Milan,09/05/2021 16:00:00 PM,nord,29,scattered clouds,1018,51,293.85,0.0,0,161,1.65,771.93,797.18,151.69,794.54,794.54,794.54
Naples,09/05/2021 16:00:00 PM,sud,6,clear sky,1019,61,294.57,0.0,0,199,3.97,782.07,875.98,109.14,782.09,782.09,782.09
Provincia di Perugia,09/05/2021 16:00:00 PM,centro_nord,24,few clouds,1017,47,297.37,2.12,0,220,1.89,782.7,861.9,119.27,785.82,785.82,785.82
Venice,09/05/2021 16:00:00 PM,nord,7,clear sky,1019,58,290.85,2.62,0,151,2.71,769.28,846.09,128.13,769.36,769.36,769.36
Sardinia,09/05/2021 16:00:00 PM,sardegna,100,overcast clouds,1015,39,298.76,2.12,0,174,5.04,208.81,2.09,207.11,835.23,835.23,835.23
Bari,09/05/2021 16:00:00 PM,sud,0,clear sky,1019,49,294.77,0.0,0,55,4.19,756.29,845.81,125.0,756.29,756.29,756.29
Provincia di Campobasso,09/05/2021 16:00:00 PM,centro_sud,47,scattered clouds,1018,55,296.09,2.12,0,187,1.84,685.79,635.98,201.02,778.01,778.01,778.01
Bologna,09/05/2021 16:00:00 PM,nord,63,broken clouds,1018,56,295.22,0.0,0,78,3.52,711.4,668.79,196.96,784.25,784.25,784.25
Catanzaro,09/05/2021 17:00:00 PM,calabria,1,clear sky,1019,55,294.85,0.0,0,168,2.32,602.65,818.49,99.23,602.66,602.66,602.66
Province of Turin,09/05/2021 17:00:00 PM,nord,100,overcast clouds,1018,78,284.97,0.0,0,122,0.51,171.41,2.67,169.59,685.65,685.65,685.65
Naples,09/05/2021 17:00:00 PM,sud,8,clear sky,1019,60,294.24,0.0,0,198,3.68,623.97,827.81,98.42,624.0,624.0,624.0
Provincia di Genova,09/05/2021 17:00:00 PM,nord,43,scattered clouds,1017,53,290.85,2.12,0,189,2.72,605.94,611.4,195.49,669.34,669.34,669.34
Venice,09/05/2021 17:00:00 PM,nord,7,clear sky,1019,58,290.91,2.62,0,148,2.59,627.8,825.3,100.97,627.87,627.87,627.87
Milan,09/05/2021 17:00:00 PM,nord,36,scattered clouds,1018,52,293.85,0.0,0,159,1.48,634.86,748.55,136.47,660.96,660.96,660.96
Province of Palermo,09/05/2021 17:00:00 PM,sicilia,73,broken clouds,1018,46,294.44,0.0,0,168,2.87,491.47,340.82,270.23,642.96,642.96,642.96
Provincia di Perugia,09/05/2021 17:00:00 PM,centro_nord,42,scattered clouds,1017,49,297.39,2.12,0,223,2.11,628.16,795.41,115.25,637.45,637.45,637.45
Bologna,09/05/2021 17:00:00 PM,nord,72,broken clouds,1017,57,294.88,0.0,0,83,4.16,522.57,461.52,222.76,642.38,642.38,642.38
Bari,09/05/2021 17:00:00 PM,sud,0,clear sky,1019,51,294.35,0.0,0,64,4.52,592.64,819.57,94.53,592.64,592.64,592.64
Florence,09/05/2021 17:00:00 PM,centro_nord,76,broken clouds,1016,47,297.81,0.0,0,230,3.1,538.88,443.09,248.92,647.93,647.93,647.93
Trieste,09/05/2021 17:00:00 PM,nord,5,clear sky,1019,53,292.42,2.12,0,255,1.98,612.56,820.14,100.52,612.62,612.62,612.62
Valle d'Aosta,09/05/2021 17:00:00 PM,nord,100,overcast clouds,1017,78,280.38,2.12,0,116,3.22,179.17,4.47,176.14,685.84,685.84,685.84
Rome,09/05/2021 17:00:00 PM,centro_sud,72,broken clouds,1018,56,295.66,2.12,0,196,4.22,556.82,539.19,206.88,640.97,640.97,640.97
L'Aquila,09/05/2021 17:00:00 PM,centro_sud,86,overcast clouds,1018,61,293.27,0.0,0,255,1.3,184.3,4.05,181.7,634.67,634.67,634.67
Sardinia,09/05/2021 17:00:00 PM,sardegna,100,overcast clouds,1014,42,297.96,2.12,0,174,4.49,172.28,2.46,170.58,689.1,689.1,689.1
Potenza,09/05/2021 17:00:00 PM,sud,14,few clouds,1018,50,294.77,0.0,0,205,1.19,609.64,812.25,106.41,609.92,609.92,609.92
Provincia di Ancona,09/05/2021 17:00:00 PM,centro_nord,59,broken clouds,1018,67,292.85,2.12,0,115,4.31,457.82,301.93,265.48,627.61,627.61,627.61
Provincia di Campobasso,09/05/2021 17:00:00 PM,centro_sud,48,scattered clouds,1018,58,295.46,2.12,0,184,1.1,532.12,567.33,174.84,620.84,620.84,620.84
Trento,09/05/2021 17:00:00 PM,nord,43,scattered clouds,1017,59,293.75,2.12,0,187,3.43,633.3,781.71,127.86,642.69,642.69,642.69
Catanzaro,09/05/2021 18:00:00 PM,calabria,2,clear sky,1019,59,293.94,0.0,0,171,1.73,406.34,732.96,81.26,406.34,406.34,406.34
Province of Turin,09/05/2021 18:00:00 PM,nord,100,overcast clouds,1018,80,284.77,0.0,0,82,0.31,130.34,1.59,129.48,521.37,521.37,521.37
Naples,09/05/2021 18:00:00 PM,sud,13,few clouds,1018,60,293.84,0.0,0,200,3.13,436.43,746.33,84.3,436.49,436.49,436.49
Provincia di Campobasso,09/05/2021 18:00:00 PM,centro_sud,47,scattered clouds,1018,64,294.56,2.12,0,171,0.61,368.66,502.13,133.65,434.77,434.77,434.77
Venice,09/05/2021 18:00:00 PM,nord,8,clear sky,1018,60,290.67,2.62,0,153,2.87,456.95,753.81,87.47,457.0,457.0,457.0
Trento,09/05/2021 18:00:00 PM,nord,45,scattered clouds,1017,61,293.14,2.12,0,186,3.26,449.71,642.36,127.21,474.97,474.97,474.97
Province of Palermo,09/05/2021 18:00:00 PM,sicilia,80,broken clouds,1018,50,293.19,0.0,0,168,2.49,329.89,269.1,200.76,447.62,447.62,447.62
Provincia di Perugia,09/05/2021 18:00:00 PM,centro_nord,57,broken clouds,1017,62,295.93,2.12,0,231,3.09,435.46,657.89,113.06,458.66,458.66,458.66
Potenza,09/05/2021 18:00:00 PM,sud,20,few clouds,1018,57,293.62,0.0,0,206,0.92,417.62,731.78,85.74,419.27,419.27,419.27
L'Aquila,09/05/2021 18:00:00 PM,centro_sud,83,broken clouds,1018,63,292.92,0.0,0,234,1.17,236.77,113.72,181.99,452.09,452.09,452.09
Bari,09/05/2021 18:00:00 PM,sud,0,clear sky,1019,54,293.85,0.0,0,81,4.13,402.66,730.95,80.04,402.66,402.66,402.66
Trieste,09/05/2021 18:00:00 PM,nord,5,clear sky,1018,56,291.76,2.12,0,260,1.66,440.2,747.02,85.81,440.26,440.26,440.26
Florence,09/05/2021 18:00:00 PM,centro_nord,82,broken clouds,1016,55,296.53,0.0,0,245,2.53,331.56,209.92,225.83,473.38,473.38,473.38
Rome,09/05/2021 18:00:00 PM,centro_sud,79,broken clouds,1018,60,294.81,2.12,0,193,3.69,342.47,292.7,198.6,459.06,459.06,459.06
Milan,09/05/2021 18:00:00 PM,nord,45,scattered clouds,1017,54,293.57,0.0,0,151,1.56,473.38,686.15,114.56,494.98,494.98,494.98
Valle d'Aosta,09/05/2021 18:00:00 PM,nord,100,overcast clouds,1017,82,279.79,2.12,0,120,2.96,134.75,3.26,132.99,522.97,522.97,522.97
Provincia di Genova,09/05/2021 18:00:00 PM,nord,57,broken clouds,1017,58,289.58,2.12,0,185,2.11,477.31,670.92,124.37,500.39,500.39,500.39
Bologna,09/05/2021 18:00:00 PM,nord,79,broken clouds,1017,64,293.52,0.0,0,85,4.57,344.21,297.31,195.46,469.74,469.74,469.74
Sardinia,09/05/2021 18:00:00 PM,sardegna,86,overcast clouds,1014,46,296.97,2.12,0,173,3.74,126.84,0.0,126.84,507.37,507.37,507.37
Provincia di Ancona,09/05/2021 18:00:00 PM,centro_nord,48,scattered clouds,1018,69,292.56,2.12,0,122,4.08,362.15,395.67,171.07,449.6,449.6,449.6
Provincia di Campobasso,09/05/2021 19:00:00 PM,centro_sud,40,scattered clouds,1018,77,292.77,2.12,0,110,0.4,203.15,421.79,81.54,239.0,239.0,239.0
Bologna,09/05/2021 19:00:00 PM,nord,76,broken clouds,1017,69,291.82,0.0,0,92,4.4,185.2,176.87,126.58,283.4,283.4,283.4
Potenza,09/05/2021 19:00:00 PM,sud,24,few clouds,1018,68,291.58,0.0,0,237,0.73,218.61,581.2,61.56,220.78,220.78,220.78
Provincia di Ancona,09/05/2021 19:00:00 PM,centro_nord,41,scattered clouds,1018,76,291.46,2.12,0,123,3.49,235.05,485.21,84.66,260.09,260.09,260.09
L'Aquila,09/05/2021 19:00:00 PM,centro_sud,82,broken clouds,1018,74,291.89,0.0,0,224,0.74,146.81,126.0,108.41,257.87,257.87,257.87
Florence,09/05/2021 19:00:00 PM,centro_nord,86,overcast clouds,1016,62,295.71,0.0,0,232,2.36,175.12,126.24,133.08,284.77,284.77,284.77
Valle d'Aosta,09/05/2021 19:00:00 PM,nord,100,overcast clouds,1017,88,279.09,2.12,0,116,2.98,87.3,0.06,87.28,341.19,341.19,341.19
Bari,09/05/2021 19:00:00 PM,sud,0,clear sky,1019,56,293.45,0.0,0,101,3.48,206.75,578.64,57.05,206.75,206.75,206.75
Provincia di Perugia,09/05/2021 19:00:00 PM,centro_nord,65,broken clouds,1017,74,293.6,2.12,0,221,2.67,236.25,460.12,90.82,267.44,267.44,267.44
Trieste,09/05/2021 19:00:00 PM,nord,5,clear sky,1019,66,290.6,2.12,0,256,1.21,257.26,624.81,65.41,257.29,257.29,257.29
Sardinia,09/05/2021 19:00:00 PM,sardegna,88,overcast clouds,1014,57,294.98,2.12,0,152,2.57,171.3,74.42,144.97,307.99,307.99,307.99
Trento,09/05/2021 19:00:00 PM,nord,48,scattered clouds,1017,69,291.96,2.12,0,183,2.72,274.12,545.8,89.53,293.06,293.06,293.06
Province of Palermo,09/05/2021 19:00:00 PM,sicilia,84,broken clouds,1019,62,291.18,0.0,0,161,1.81,156.66,132.82,118.02,241.23,241.23,241.23
Venice,09/05/2021 19:00:00 PM,nord,11,few clouds,1018,65,290.13,2.62,0,152,3.07,273.69,638.5,67.21,273.73,273.73,273.73
Rome,09/05/2021 19:00:00 PM,centro_sud,77,broken clouds,1018,66,293.73,2.12,0,198,3.35,173.93,167.48,121.25,264.68,264.68,264.68
Provincia di Genova,09/05/2021 19:00:00 PM,nord,66,broken clouds,1017,71,288.37,2.12,0,200,1.44,278.42,451.68,115.96,314.59,314.59,314.59
Milan,09/05/2021 19:00:00 PM,nord,56,broken clouds,1017,59,292.89,0.0,0,144,1.54,290.47,559.09,89.6,312.64,312.64,312.64
Catanzaro,09/05/2021 19:00:00 PM,calabria,3,clear sky,1019,70,292.24,0.0,0,169,1.16,203.85,577.63,56.58,203.85,203.85,203.85
Naples,09/05/2021 19:00:00 PM,sud,26,scattered clouds,1018,60,293.32,0.0,0,201,2.38,238.91,607.28,62.63,239.09,239.09,239.09
Province of Turin,09/05/2021 19:00:00 PM,nord,100,overcast clouds,1018,83,284.38,0.0,0,322,0.16,84.55,0.0,84.55,338.2,338.2,338.2
Provincia di Genova,09/05/2021 20:00:00 PM,nord,71,broken clouds,1018,83,285.84,2.12,0,201,0.86,109.32,259.54,61.64,133.65,133.65,133.65
Valle d'Aosta,09/05/2021 20:00:00 PM,nord,100,overcast clouds,1017,91,278.69,2.12,0,114,2.75,41.3,0.0,41.3,160.37,160.37,160.37
Naples,09/05/2021 20:00:00 PM,sud,38,scattered clouds,1019,62,292.64,0.0,0,202,1.91,60.43,225.15,37.1,60.92,60.92,60.92
Florence,09/05/2021 20:00:00 PM,centro_nord,88,overcast clouds,1017,72,293.58,0.0,0,204,1.84,58.68,33.45,53.51,105.68,105.68,105.68
L'Aquila,09/05/2021 20:00:00 PM,centro_sud,84,broken clouds,1019,83,288.98,0.0,0,204,0.56,45.59,65.22,37.64,78.28,78.28,78.28
Rome,09/05/2021 20:00:00 PM,centro_sud,66,broken clouds,1018,75,291.64,2.12,0,206,2.51,58.57,96.14,46.01,84.0,84.0,84.0
Potenza,09/05/2021 20:00:00 PM,sud,22,few clouds,1019,76,287.64,0.0,0,237,0.9,44.96,195.51,28.66,45.72,45.72,45.72
Catanzaro,09/05/2021 20:00:00 PM,calabria,4,clear sky,1020,76,289.77,0.0,0,271,0.3,30.74,116.13,23.29,30.74,30.74,30.74
Provincia di Campobasso,09/05/2021 20:00:00 PM,centro_sud,36,scattered clouds,1019,87,288.98,2.12,0,105,0.32,57.11,198.32,36.52,61.97,61.97,61.97
Trento,09/05/2021 20:00:00 PM,nord,44,scattered clouds,1018,83,289.36,2.12,0,179,2.16,109.21,329.16,54.35,118.54,118.54,118.54
Provincia di Ancona,09/05/2021 20:00:00 PM,centro_nord,42,scattered clouds,1018,83,289.0,2.12,0,135,2.95,79.73,277.17,43.48,84.3,84.3,84.3
Bari,09/05/2021 20:00:00 PM,sud,0,clear sky,1019,59,292.48,0.0,0,116,3.02,37.5,154.46,26.11,37.5,37.5,37.5
Provincia di Perugia,09/05/2021 20:00:00 PM,centro_nord,71,broken clouds,1018,80,291.61,2.12,0,204,1.9,72.63,192.28,46.61,88.88,88.88,88.88
Bologna,09/05/2021 20:00:00 PM,nord,68,broken clouds,1018,77,289.0,0.0,0,102,3.18,73.76,120.32,55.1,106.54,106.54,106.54
Province of Turin,09/05/2021 20:00:00 PM,nord,100,overcast clouds,1019,84,283.81,0.0,0,314,0.36,39.13,0.0,39.13,156.53,156.53,156.53
Venice,09/05/2021 20:00:00 PM,nord,12,few clouds,1018,70,289.23,2.62,0,152,3.1,100.99,361.74,46.76,101.05,101.05,101.05
Trieste,09/05/2021 20:00:00 PM,nord,6,clear sky,1019,74,288.23,2.12,0,223,0.53,87.49,332.1,42.89,87.5,87.5,87.5
Province of Palermo,09/05/2021 20:00:00 PM,sicilia,84,broken clouds,1019,68,288.14,0.0,0,164,2.04,32.47,14.77,31.05,55.31,55.31,55.31
Sardinia,09/05/2021 20:00:00 PM,sardegna,90,overcast clouds,1015,66,291.99,2.12,0,117,2.07,59.54,38.82,53.15,115.76,115.76,115.76
Milan,09/05/2021 20:00:00 PM,nord,64,broken clouds,1017,65,291.9,0.0,0,138,1.1,118.69,340.45,55.26,135.12,135.12,135.12
Provincia di Genova,09/05/2021 21:00:00 PM,nord,90,overcast clouds,1019,89,283.9,2.12,0,4,0.21,2.01,0.0,2.01,2.62,2.62,2.62
Potenza,09/05/2021 21:00:00 PM,sud,22,few clouds,1020,76,286.1,0.0,0,207,1.25,0.0,0.0,0.0,0.0,0.0,0.0
Trieste,09/05/2021 21:00:00 PM,nord,13,few clouds,1019,76,287.13,2.12,0,123,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Province of Palermo,09/05/2021 21:00:00 PM,sicilia,82,broken clouds,1020,71,286.86,0.0,0,166,2.19,0.0,0.0,0.0,0.0,0.0,0.0
Rome,09/05/2021 21:00:00 PM,centro_sud,83,broken clouds,1019,81,290.14,2.12,0,182,1.52,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia,09/05/2021 21:00:00 PM,sardegna,100,overcast clouds,1015,62,290.47,2.12,0,104,2.13,0.0,0.0,0.0,0.0,0.0,0.0
Bologna,09/05/2021 21:00:00 PM,nord,100,overcast clouds,1018,81,287.18,0.0,0,120,2.51,0.0,0.0,0.0,0.0,0.0,0.0
Trento,09/05/2021 21:00:00 PM,nord,29,scattered clouds,1019,93,287.03,2.12,0,176,1.78,0.24,0.0,0.24,0.25,0.25,0.25
L'Aquila,09/05/2021 21:00:00 PM,centro_sud,37,scattered clouds,1020,88,287.49,0.0,0,217,0.92,0.0,0.0,0.0,0.0,0.0,0.0
Venice,09/05/2021 21:00:00 PM,nord,17,few clouds,1018,69,288.78,2.62,0,161,3.21,0.0,0.0,0.0,0.0,0.0,0.0
Florence,09/05/2021 21:00:00 PM,centro_nord,100,overcast clouds,1017,79,292.03,0.0,0,173,1.44,0.0,0.0,0.0,0.0,0.0,0.0
Valle d'Aosta,09/05/2021 21:00:00 PM,nord,100,overcast clouds,1018,94,278.26,2.12,0,110,3.15,3.92,0.0,3.92,15.27,15.27,15.27
Bari,09/05/2021 21:00:00 PM,sud,3,clear sky,1019,59,292.13,0.0,0,127,3.03,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Campobasso,09/05/2021 21:00:00 PM,centro_sud,75,broken clouds,1020,88,287.71,2.12,0,228,0.52,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Ancona,09/05/2021 21:00:00 PM,centro_nord,17,few clouds,1018,87,287.62,2.12,0,157,2.32,0.0,0.0,0.0,0.0,0.0,0.0
Catanzaro,09/05/2021 21:00:00 PM,calabria,30,scattered clouds,1020,75,289.58,0.0,0,310,0.99,0.0,0.0,0.0,0.0,0.0,0.0
Naples,09/05/2021 21:00:00 PM,sud,99,overcast clouds,1019,63,292.21,0.0,0,200,1.29,0.0,0.0,0.0,0.0,0.0,0.0
Milan,09/05/2021 21:00:00 PM,nord,100,overcast clouds,1018,67,291.23,0.0,0,148,0.75,3.73,0.0,3.73,4.48,4.48,4.48
Provincia di Perugia,09/05/2021 21:00:00 PM,centro_nord,61,broken clouds,1018,86,289.89,2.12,0,180,1.47,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,09/05/2021 21:00:00 PM,nord,100,light rain,1019,87,283.34,0.31,0,339,0.75,3.23,0.0,3.23,12.91,12.91,12.91
Naples,09/05/2021 22:00:00 PM,sud,87,overcast clouds,1019,64,291.9,0.0,0,176,0.96,0.0,0.0,0.0,0.0,0.0,0.0
Bologna,09/05/2021 22:00:00 PM,nord,94,overcast clouds,1018,83,286.62,0.0,0,148,1.98,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia,09/05/2021 22:00:00 PM,sardegna,78,broken clouds,1016,57,289.49,2.12,0,101,2.44,0.0,0.0,0.0,0.0,0.0,0.0
Trieste,09/05/2021 22:00:00 PM,nord,15,few clouds,1019,78,286.68,2.12,0,115,1.2,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Ancona,09/05/2021 22:00:00 PM,centro_nord,15,few clouds,1018,88,287.5,2.12,0,172,2.01,0.0,0.0,0.0,0.0,0.0,0.0
Milan,09/05/2021 22:00:00 PM,nord,100,overcast clouds,1019,70,290.92,0.0,0,232,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Genova,09/05/2021 22:00:00 PM,nord,95,overcast clouds,1019,87,283.91,2.12,0,44,1.33,0.0,0.0,0.0,0.0,0.0,0.0
Bari,09/05/2021 22:00:00 PM,sud,5,clear sky,1019,58,291.95,0.0,0,132,3.26,0.0,0.0,0.0,0.0,0.0,0.0
Province of Palermo,09/05/2021 22:00:00 PM,sicilia,71,broken clouds,1020,72,286.26,0.0,0,169,2.3,0.0,0.0,0.0,0.0,0.0,0.0
Potenza,09/05/2021 22:00:00 PM,sud,33,scattered clouds,1020,75,285.67,0.0,0,193,1.54,0.0,0.0,0.0,0.0,0.0,0.0
Trento,09/05/2021 22:00:00 PM,nord,52,broken clouds,1020,95,286.36,2.12,0,171,1.45,0.0,0.0,0.0,0.0,0.0,0.0
